0,1,2,3,4,5,6
Polyketides,Cyclic polyketides,Decalins with side chains,0.788,1.000,0.650,93
Polyketides,Naphthalenes,Naphthoquinones,0.752,0.898,0.646,419
Polyketides,Macrolides,Zearalenones,0.783,1.000,0.643,72
Polyketides,Cyclic polyketides,Oblogolides,0.778,1.000,0.636,24
Polyketides,Cyclic polyketides,Furans,0.737,0.875,0.636,56
Polyketides,Naphthalenes,Naphthalenes and derivatives,0.629,0.786,0.524,108
Polyketides,Cyclic polyketides,Simple cyclic polyketides,0.632,0.857,0.500,61
Polyketides,Miscellaneous polyketides,Miscellaneous polyketides,0.667,1.000,0.500,79
"Shikimates and
Phenylpropanoids",Phenolic acids (C6-C1),Bagremycins,1.000,1.000,1.000,7
"Shikimates and
Phenylpropanoids",Phenylpropanoids (C6-C3),Cinnamoyl phenols,1.000,1.000,1.000,18
"Shikimates and
Phenylpropanoids",Mycosporine derivatives,Mycosporine and Mycosporine-like amino acids,1.000,1.000,1.000,27
"Shikimates and
Phenylpropanoids",Lignans,Dibenzylbutyrolactone lignans,1.000,1.000,1.000,53
"Shikimates and
Phenylpropanoids",Lignans,Furofuranoid lignans,1.000,1.000,1.000,63
"Shikimates and
Phenylpropanoids",Lignans,Dibenzocyclooctadienes lignans,1.000,1.000,1.000,127
"Shikimates and
Phenylpropanoids",Lignans,Coumarinolignans,0.933,0.875,1.000,28
"Shikimates and
Phenylpropanoids",Coumarins,Coumarinolignans,0.933,0.875,1.000,28
"Shikimates and
Phenylpropanoids",Diarylheptanoids,Biaryl type diarylheptanoids,1.000,1.000,1.000,56
"Shikimates and
Phenylpropanoids",Fluorenes,Selaginellins,1.000,1.000,1.000,42
"Shikimates and
Phenylpropanoids",Flavonoids,Flavans,1.000,1.000,1.000,20
"Shikimates and
Phenylpropanoids",Flavonoids,Aurones,1.000,1.000,1.000,43
"Shikimates and
Phenylpropanoids",Flavonoids,Isoaurones,1.000,1.000,1.000,12
"Shikimates and
Phenylpropanoids",Flavonoids,Flavonostilbenes,1.000,1.000,1.000,14
"Shikimates and
Phenylpropanoids",Stilbenoids,Flavonostilbenes,1.000,1.000,1.000,14
"Shikimates and
Phenylpropanoids",Stilbenoids,Stilbenolignans,1.000,1.000,1.000,15
"Shikimates and
Phenylpropanoids",Lignans,Stilbenolignans,1.000,1.000,1.000,15
"Shikimates and
Phenylpropanoids",Isoflavonoids,Coumaronochromones,0.971,0.944,1.000,49
"Shikimates and
Phenylpropanoids",Phenanthrenoids,Phenanthrenes,0.988,0.977,1.000,421
"Shikimates and
Phenylpropanoids",Flavonoids,Flavonols,0.993,0.995,0.991,1097
"Shikimates and
Phenylpropanoids",Flavonoids,Flavones,0.987,0.987,0.987,1148
"Shikimates and
Phenylpropanoids",Flavonoids,Flavan-3-ols,0.925,0.886,0.969,147
"Shikimates and
Phenylpropanoids",Styrylpyrones,Kavalactones and derivatives,0.926,0.893,0.962,129
"Shikimates and
Phenylpropanoids",Flavonoids,Chalcones,0.969,0.978,0.960,1386
"Shikimates and
Phenylpropanoids",Lignans,Furanoid lignans,0.950,0.950,0.950,40
"Shikimates and
Phenylpropanoids",Diarylheptanoids,Diarylether type diarylheptanoids,0.974,1.000,0.950,47
"Shikimates and
Phenylpropanoids",Flavonoids,Anthocyanidins,0.972,1.000,0.946,597
"Shikimates and
Phenylpropanoids",Flavonoids,Dihydroflavonols,0.889,0.842,0.941,84
"Shikimates and
Phenylpropanoids",Xanthones,Plant xanthones,0.968,1.000,0.938,162
"Shikimates and
Phenylpropanoids",Coumarins,Furocoumarins,0.955,0.981,0.930,263
"Shikimates and
Phenylpropanoids",Diarylheptanoids,Linear diarylheptanoids,0.912,0.897,0.929,138
"Shikimates and
Phenylpropanoids",Flavonoids,Proanthocyanins,0.963,1.000,0.929,71
"Shikimates and
Phenylpropanoids",Flavonoids,Flavanones,0.944,0.962,0.927,516
"Shikimates and
Phenylpropanoids",Stilbenoids,Oligomeric stibenes,0.945,0.977,0.915,225
"Shikimates and
Phenylpropanoids",Isoflavonoids,Isoflavones,0.944,0.977,0.913,233
"Shikimates and
Phenylpropanoids",Isoflavonoids,Coumestan,0.947,1.000,0.900,54
"Shikimates and
Phenylpropanoids",Isoflavonoids,Rotenoids,0.944,1.000,0.895,90
"Shikimates and
Phenylpropanoids",Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,0.926,0.962,0.893,142
"Shikimates and
Phenylpropanoids",Terphenyls,m-Terphenyls,0.842,0.800,0.889,11
"Shikimates and
Phenylpropanoids",Phenolic acids (C6-C1),Gallotannins,0.923,0.973,0.878,200
"Shikimates and
Phenylpropanoids",Phenylethanoids (C6-C2),Phenylethanoids,0.903,0.933,0.875,85
"Shikimates and
Phenylpropanoids",Coumarins,Isocoumarins,0.909,0.950,0.872,544
"Shikimates and
Phenylpropanoids",Isoflavonoids,Pterocarpan,0.915,0.964,0.871,159
"Shikimates and
Phenylpropanoids",Flavonoids,Neoflavonoids,0.897,0.929,0.867,75
"Shikimates and
Phenylpropanoids",Terphenyls,p-Terphenyls,0.923,1.000,0.857,138
"Shikimates and
Phenylpropanoids","Diazotetronic acids and
derivatives",Pulvinones,0.923,1.000,0.857,75
"Shikimates and
Phenylpropanoids",Coumarins,Pyranocoumarins,0.896,0.956,0.843,200
"Shikimates and
Phenylpropanoids",Small peptides,Aminoacids,0.883,0.935,0.837,3
"Shikimates and
Phenylpropanoids",Coumarins,Simple coumarins,0.865,0.906,0.828,817
"Shikimates and
Phenylpropanoids",Isoflavonoids,Isoflavanones,0.848,0.875,0.824,86
"Shikimates and
Phenylpropanoids",Isoflavonoids,2-arylbenzofurans,0.900,1.000,0.818,99
"Shikimates and
Phenylpropanoids",Tropolones,Tropolones and derivatives (Shikimate),0.889,1.000,0.800,15
"Shikimates and
Phenylpropanoids",Lignans,Arylnaphthalene and aryltetralin lignans,0.884,1.000,0.792,118
"Shikimates and
Phenylpropanoids",Stilbenoids,Monomeric stilbenes,0.857,0.955,0.778,114
"Shikimates and
Phenylpropanoids",Flavonoids,Flavonolignans,0.857,1.000,0.750,64
"Shikimates and
Phenylpropanoids",Lignans,Flavonolignans,0.857,1.000,0.750,64
"Shikimates and
Phenylpropanoids",Flavonoids,Flavandiols (Leucoanthocyanidins),0.815,1.000,0.688,81
"Shikimates and
Phenylpropanoids",Lignans,Dibenzylbutane lignans,0.750,1.000,0.600,54
"Shikimates and
Phenylpropanoids",Phenolic acids (C6-C1),Simple phenolic acids,0.704,0.962,0.556,219
"Shikimates and
Phenylpropanoids",Phenolic acids (C6-C1),Shikimic acids and derivatives,0.444,0.571,0.364,62
"Shikimates and
Phenylpropanoids",Lignans,Minor lignans,0.364,1.000,0.222,50
Terpenoids,Diterpenoids,Platensimycin and Platencins,1.000,1.000,1.000,35
Terpenoids,Meroterpenoids,Cannabinoids,1.000,1.000,1.000,136
Terpenoids,Phloroglucinols,Phloroglucinol-terpene hybrids,1.000,1.000,1.000,35
Terpenoids,Polyethers,Oxasqualenoids,1.000,1.000,1.000,26
Terpenoids,Sesquiterpenoids,Alliacane sesquiterpenoids,1.000,1.000,1.000,30
Terpenoids,Sesquiterpenoids,Allohimachalane sesquiterpenoids,1.000,1.000,1.000,10
Terpenoids,Sesquiterpenoids,Bicyclogermacrane sesquiterpenoids,1.000,1.000,1.000,36
Terpenoids,Sesquiterpenoids,Bicyclohumulane sesquiterpenoids,1.000,1.000,1.000,8
Terpenoids,Sesquiterpenoids,Chiloscyphane sesquiterpenoids,1.000,1.000,1.000,6
Terpenoids,Sesquiterpenoids,Coloratane sesquiterpenoids,1.000,1.000,1.000,15
Terpenoids,Sesquiterpenoids,Cyclobisabolane sesquiterpenoids,1.000,1.000,1.000,12
Terpenoids,Sesquiterpenoids,Cyclonerane sesquiterpenoids,1.000,1.000,1.000,10
Terpenoids,Sesquiterpenoids,Elemane sesquiterpenoids,1.000,1.000,1.000,129
Terpenoids,Sesquiterpenoids,Herbertane sesquiterpenoids,0.952,0.909,1.000,19
Terpenoids,Sesquiterpenoids,Iphionane sesquiterpenoids,1.000,1.000,1.000,15
Terpenoids,Sesquiterpenoids,Isocomane sesquiterpenoids,1.000,1.000,1.000,15
Terpenoids,Sesquiterpenoids,Ivaxillarane sesquiterpenoids,1.000,1.000,1.000,7
Terpenoids,Sesquiterpenoids,Longipinane sesquiterpenoids,1.000,1.000,1.000,53
Terpenoids,Sesquiterpenoids,Marasmane sesquiterpenoids,1.000,1.000,1.000,19
Terpenoids,Sesquiterpenoids,Noreremophilane sesquiterpenoids,0.933,0.875,1.000,20
Terpenoids,Sesquiterpenoids,Oplopane sesquiterpenoids,1.000,1.000,1.000,52
Terpenoids,Sesquiterpenoids,Pinguisane sesquiterpenoids,1.000,1.000,1.000,31
Terpenoids,Sesquiterpenoids,Quadrane sesquiterpenoids,1.000,1.000,1.000,13
Terpenoids,Sesquiterpenoids,Rotundane sesquiterpenoids,1.000,1.000,1.000,12
Terpenoids,Sesquiterpenoids,Santalane sesquiterpenoids,1.000,1.000,1.000,41
Terpenoids,Sesquiterpenoids,Sativane sesquiterpenoids,1.000,1.000,1.000,21
Terpenoids,Sesquiterpenoids,Silphinane sesquiterpenoids,1.000,1.000,1.000,28
Terpenoids,Sesquiterpenoids,Silphiperfolane sesquiterpenoids,1.000,1.000,1.000,21
Terpenoids,Sesquiterpenoids,Sinularane sesquiterpenoids,1.000,1.000,1.000,10
Terpenoids,Sesquiterpenoids,Spiroaxane sesquiterpenoids,1.000,1.000,1.000,25
Terpenoids,Sesquiterpenoids,Sterpurane sesquiterpenoids,1.000,1.000,1.000,15
Terpenoids,Sesquiterpenoids,Arteminisin,1.000,1.000,1.000,61
Terpenoids,Sesquiterpenoids,Hamigerane sesquiterpenoids,1.000,1.000,1.000,11
Terpenoids,Diterpenoids,Prenylbisabolane diterpenoids,1.000,1.000,1.000,15
Terpenoids,Diterpenoids,Dactylomelane diterpenoids,1.000,1.000,1.000,14
Terpenoids,Diterpenoids,Cycloabietane diterpenoids,1.000,1.000,1.000,26
Terpenoids,Diterpenoids,Parguerane diterpenoids,1.000,1.000,1.000,20
Terpenoids,Diterpenoids,Devadarane diterpenoids,1.000,1.000,1.000,9
Terpenoids,Diterpenoids,Villanovane diterpenoids,1.000,1.000,1.000,13
Terpenoids,Diterpenoids,Aphidicolane diterpenoids,1.000,1.000,1.000,91
Terpenoids,Diterpenoids,Gibberellins,1.000,1.000,1.000,140
Terpenoids,Diterpenoids,Norcembrane diterpenoids,1.000,1.000,1.000,10
Terpenoids,Diterpenoids,Asbestinane diterpenoids,1.000,1.000,1.000,21
Terpenoids,Diterpenoids,Sphaerane diterpenoids,1.000,1.000,1.000,24
Terpenoids,Diterpenoids,Dolastane diterpenoids,1.000,1.000,1.000,39
Terpenoids,Diterpenoids,Verrucosane diterpenoids,1.000,1.000,1.000,27
Terpenoids,Diterpenoids,Casbane diterpenoids,1.000,1.000,1.000,19
Terpenoids,Diterpenoids,Segetane diterpenoids,1.000,1.000,1.000,14
Terpenoids,Diterpenoids,Pepluane diterpenoids,1.000,1.000,1.000,10
Terpenoids,Diterpenoids,Paraliane diterpenoids,1.000,1.000,1.000,9
Terpenoids,Diterpenoids,Lathyrane diterpenoids,1.000,1.000,1.000,39
Terpenoids,Diterpenoids,Premyrsinane diterpenoids,1.000,1.000,1.000,12
Terpenoids,Diterpenoids,Myrsinane diterpenoids,0.909,0.833,1.000,51
Terpenoids,Diterpenoids,Tigliane diterpenoids,0.968,0.938,1.000,149
Terpenoids,Diterpenoids,Jatropholane diterpenoids,1.000,1.000,1.000,21
Terpenoids,Diterpenoids,Abeotaxane diterpenoids,1.000,1.000,1.000,22
Terpenoids,Diterpenoids,Trinervitane diterpenoids,1.000,1.000,1.000,39
Terpenoids,Diterpenoids,Kempane diterpenoids,1.000,1.000,1.000,3
Terpenoids,Diterpenoids,Amphilectane diterpenoids,1.000,1.000,1.000,38
Terpenoids,Diterpenoids,Eremane diterpenoids,1.000,1.000,1.000,4
Terpenoids,Diterpenoids,Lobane diterpenoids,0.968,0.938,1.000,37
Terpenoids,Diterpenoids,Decipiane diterpenoids,1.000,1.000,1.000,2
Terpenoids,Diterpenoids,Sacculatane diterpenoids,1.000,1.000,1.000,34
Terpenoids,Diterpenoids,Obtusane diterpenoids,1.000,1.000,1.000,4
Terpenoids,Diterpenoids,Breviane diterpenoids,1.000,1.000,1.000,13
Terpenoids,Diterpenoids,Cyclopiane diterpenoids,1.000,1.000,1.000,13
Terpenoids,Sesterterpenoids,Asperane sesterterpenoids,1.000,1.000,1.000,7
Terpenoids,Sesterterpenoids,Cericerane sesterterpenoids,1.000,1.000,1.000,14
Terpenoids,Sesterterpenoids,Ophiobolane sesterterpenoids,1.000,1.000,1.000,30
Terpenoids,Sesterterpenoids,Betaestacin-type sesterterpenoids,1.000,1.000,1.000,6
Terpenoids,Sesterterpenoids,Mangicol-type sesterterpenoids,1.000,1.000,1.000,9
Terpenoids,Triterpenoids,Baccharane triterpenoids,1.000,1.000,1.000,18
Terpenoids,Triterpenoids,Shionane triterpenoids,1.000,1.000,1.000,21
Terpenoids,Triterpenoids,Pachysanane triterpenoids,1.000,1.000,1.000,12
Terpenoids,Triterpenoids,Bauerane triterpenoids,1.000,1.000,1.000,21
Terpenoids,Triterpenoids,Adianane triterpenoids,1.000,1.000,1.000,12
Terpenoids,Triterpenoids,Filicane triterpenoids,1.000,1.000,1.000,16
Terpenoids,Triterpenoids,Malabaricane triterpenoids,1.000,1.000,1.000,44
Terpenoids,Triterpenoids,Saponaceolide triterpenoids,1.000,1.000,1.000,20
Terpenoids,Steroids,Bufadienolides,1.000,1.000,1.000,42
Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-Ψ)",1.000,1.000,1.000,97
Terpenoids,Carotenoids (C40),"Carotenoids (C40, ε-Ψ)",1.000,1.000,1.000,13
Terpenoids,Carotenoids (C40),"Carotenoids (C40, π-Ψ)",1.000,1.000,1.000,8
Terpenoids,Carotenoids (C40),"Carotenoids (C40, Χ-Ψ)",0.667,0.500,1.000,3
Terpenoids,Carotenoids (C40),"Carotenoids (C40, γ-ε)",1.000,1.000,1.000,3
Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-π)",0.667,0.500,1.000,6
Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-Χ)",1.000,1.000,1.000,8
Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-κ)",0.978,0.957,1.000,35
Terpenoids,Carotenoids (C40),"Carotenoids (C40, κ-Χ)",1.000,1.000,1.000,2
Terpenoids,Carotenoids (C40),"Carotenoids (C40, π-π)",0.800,0.667,1.000,6
Terpenoids,Carotenoids (C40),"Carotenoids (C40, π-Χ)",0.667,0.500,1.000,3
Terpenoids,Carotenoids (C45),"Carotenoids (C45, β-Ψ)",1.000,1.000,1.000,2
Terpenoids,Carotenoids (C45),"Carotenoids (C45, ε-Ψ)",1.000,1.000,1.000,5
Terpenoids,Carotenoids (C50),"Carotenoids (C50, β-β)",1.000,1.000,1.000,2
Terpenoids,Carotenoids (C50),"Carotenoids (C50, ε-ε)",1.000,1.000,1.000,7
Terpenoids,Carotenoids (C50),"Carotenoids (C50, γ-γ)",1.000,1.000,1.000,3
Terpenoids,Apocarotenoids,"Apocarotenoids (C30, Ψ-Ψ)",0.842,0.727,1.000,33
Terpenoids,Polyprenols,Bactoprenols,0.952,0.909,1.000,15
Terpenoids,Polyprenols,Dolichols,1.000,1.000,1.000,14
Terpenoids,Polyprenols,Polyprenol derivatives,1.000,1.000,1.000,33
Terpenoids,Meroterpenoids,Other polyketide meroterpenoids,1.000,1.000,1.000,24
Terpenoids,Meroterpenoids,Merosesquiterpenoids,1.000,1.000,1.000,34
Terpenoids,Meroterpenoids,Meroterpenoids with 5- or 6-membered ring,1.000,1.000,1.000,15
Terpenoids,Meroterpenoids,Meroterpenoids with bridged ring,1.000,1.000,1.000,23
Terpenoids,Diterpenoids,Platensimycin and Platencins,1.000,1.000,1.000,35
Terpenoids,Meroterpenoids,Merohemiterpenoids,0.933,0.875,1.000,14
Terpenoids,Sesquiterpenoids,Agarofuran sesquiterpenoids,0.980,0.974,0.987,385
Terpenoids,Meroterpenoids,"Polyprenylated cyclic polyketides (Hop
meroterpenoids)",0.992,1.000,0.984,303
Terpenoids,Steroids,Vitamin D3 and derivatives,0.984,0.989,0.978,457
Terpenoids,Triterpenoids,Limonoids,0.983,0.989,0.977,438
Terpenoids,Triterpenoids,Lupane triterpenoids,0.978,0.985,0.971,689
Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,0.984,1.000,0.969,162
Terpenoids,Steroids,Cardenolides,0.969,0.969,0.969,39
Terpenoids,Diterpenoids,Briarane diterpenoids,0.976,1.000,0.952,211
Terpenoids,Diterpenoids,Grayanotoxane diterpenoids,0.974,1.000,0.950,100
Terpenoids,Triterpenoids,Oleanane triterpenoids,0.946,0.946,0.946,373
Terpenoids,Sesquiterpenoids,Lactarane sesquiterpenoids,0.971,1.000,0.944,33
Terpenoids,Tryptophan alkaloids,Indole-Diterpenoid alkaloids (Penitrems),0.971,1.000,0.944,90
Terpenoids,Meroterpenoids,Prenyl quinone meroterpenoids,0.949,0.959,0.940,251
Terpenoids,Diterpenoids,Mulinane diterpenoids,0.968,1.000,0.938,43
Terpenoids,Sesterterpenoids,Norsesterterpenoids,0.968,1.000,0.938,39
Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-β)",0.946,0.957,0.936,237
Terpenoids,Sesquiterpenoids,Laurane sesquiterpenoids,0.903,0.875,0.933,68
Terpenoids,Triterpenoids,Dammarane and Protostane triterpenoids,0.938,0.950,0.927,207
Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids,0.960,1.000,0.923,39
Terpenoids,Sesterterpenoids,Monocarbocyclic sesterterpenoids,0.923,0.923,0.923,29
Terpenoids,Carotenoids (C40),"Carotenoids (C40, Ψ-Ψ)",0.923,0.923,0.923,131
Terpenoids,Diterpenoids,Cembrane diterpenoids,0.953,0.989,0.919,493
Terpenoids,Sesquiterpenoids,Cyclofarnesane sesquiterpenoids,0.957,1.000,0.917,25
Terpenoids,Meroterpenoids,Spriromeroterpenoids,0.917,0.917,0.917,57
Terpenoids,Sesquiterpenoids,Trichothecane sesquiterpenoids,0.955,1.000,0.914,177
Terpenoids,Pseudoalkaloids,Steroidal alkaloids,0.948,0.986,0.913,405
Terpenoids,Triterpenoids,Quassinoids,0.954,1.000,0.912,169
Terpenoids,Triterpenoids,Cycloartane triterpenoids,0.935,0.960,0.911,388
Terpenoids,Triterpenoids,Multiflorane triterpenoids,0.952,1.000,0.909,54
Terpenoids,Triterpenoids,Serratane triterpenoids,0.952,1.000,0.909,52
Terpenoids,Diterpenoids,Kaurane and Phyllocladane diterpenoids,0.940,0.975,0.907,228
Terpenoids,Sesquiterpenoids,Chamigrane sesquiterpenoids,0.950,1.000,0.905,107
Terpenoids,Diterpenoids,Nagilactone diterpenoids,0.950,1.000,0.905,41
Terpenoids,Sesquiterpenoids,Africanane sesquiterpenoids,0.947,1.000,0.900,34
Terpenoids,Sesquiterpenoids,Asteriscane sesquiterpenoids,0.947,1.000,0.900,24
Terpenoids,Diterpenoids,Guanacastane diterpenoids,0.947,1.000,0.900,52
Terpenoids,Diterpenoids,Pachydictyane diterpenoids,0.900,0.900,0.900,52
Terpenoids,Sesterterpenoids,Linear sesterterpenoids,0.947,1.000,0.900,46
Terpenoids,Steroids,Ecdysteroids,0.947,1.000,0.900,99
Terpenoids,Steroids,Vitamin D2 and derivatives,0.947,1.000,0.900,31
Terpenoids,Triterpenoids,Cucurbitane triterpenoids,0.933,0.972,0.897,198
Terpenoids,Diterpenoids,Taxane diterpenoids,0.904,0.917,0.892,202
Terpenoids,Sesquiterpenoids,Oppositane sesquiterpenoids,0.941,1.000,0.889,25
Terpenoids,Diterpenoids,Furanoabietane diterpenoids,0.842,0.800,0.889,19
Terpenoids,Diterpenoids,Tetracyclic diterpenoids,0.867,0.847,0.889,390
Terpenoids,Steroids,Furostane steroids,0.923,0.973,0.878,204
Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids,0.917,0.961,0.876,562
Terpenoids,Sesquiterpenoids,Gymnomitrane sesquiterpenoids,0.933,1.000,0.875,32
Terpenoids,Sesquiterpenoids,"Presilphiperfolane and Probotryane
sesquiterpenoids",0.933,1.000,0.875,18
Terpenoids,Diterpenoids,Pseudopterane diterpenoids,0.933,1.000,0.875,46
Terpenoids,Diterpenoids,Xenicane diterpenoids,0.933,1.000,0.875,36
Terpenoids,Diterpenoids,Serrulatane and Biflorane diterpenoids,0.933,1.000,0.875,83
Terpenoids,Triterpenoids,Abeolupane triterpenoids,0.933,1.000,0.875,14
Terpenoids,Triterpenoids,Acyclic triterpenoids,0.897,0.929,0.867,37
Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-ε)",0.897,0.929,0.867,74
Terpenoids,Diterpenoids,Dolabellane diterpenoids,0.927,1.000,0.864,101
Terpenoids,Triterpenoids,Apotirucallane triterpenoids,0.905,0.950,0.864,109
Terpenoids,Steroids,Pregnane steroids,0.918,0.982,0.862,311
Terpenoids,Sesquiterpenoids,Tremulane sesquiterpenoids,0.923,1.000,0.857,42
Terpenoids,Sesquiterpenoids,Pentalenane sesquiterpenoids,0.923,1.000,0.857,14
Terpenoids,Diterpenoids,Totarane diterpenoids,0.923,1.000,0.857,46
Terpenoids,Triterpenoids,Onocerane triterpenoids,0.923,1.000,0.857,19
Terpenoids,Triterpenoids,Polypodane triterpenoids,0.923,1.000,0.857,14
Terpenoids,Carotenoids (C50),"Carotenoids (C50, Ψ-Ψ)",0.923,1.000,0.857,14
Terpenoids,Monoterpenoids,Thujane monoterpenoids,0.880,0.917,0.846,63
Terpenoids,Diterpenoids,Erythroxylane diterpenoids,0.917,1.000,0.846,29
Terpenoids,Diterpenoids,Xeniaphyllane diterpenoids,0.917,1.000,0.846,35
Terpenoids,Pseudoalkaloids,Terpenoid alkaloids,0.902,0.965,0.846,335
Terpenoids,Triterpenoids,Hopane and Moretane triterpenoids,0.905,0.974,0.844,227
Terpenoids,Monoterpenoids,Iridoids monoterpenoids,0.897,0.956,0.844,396
Terpenoids,Steroids,Androstane steroids,0.897,0.963,0.839,164
Terpenoids,Steroids,Cholestane steroids,0.833,0.829,0.836,550
Terpenoids,Monoterpenoids,Carane monoterpenoids,0.893,0.962,0.833,152
Terpenoids,Sesquiterpenoids,Picrotoxane sesquiterpenoids,0.909,1.000,0.833,83
Terpenoids,Sesquiterpenoids,Thujopsane sesquiterpenoids,0.909,1.000,0.833,21
Terpenoids,Sesquiterpenoids,Valerenane sesquiterpenoids,0.909,1.000,0.833,18
Terpenoids,Diterpenoids,Halimane diterpenoids,0.882,0.938,0.833,92
Terpenoids,Diterpenoids,Rhamnofolane diterpenoids,0.909,1.000,0.833,17
Terpenoids,Steroids,Cholane steroids,0.909,1.000,0.833,59
Terpenoids,Sesquiterpenoids,Spirovetivane sesquiterpenoids,0.903,1.000,0.824,48
Terpenoids,Apocarotenoids,Apocarotenoids(ε-),0.875,0.933,0.824,47
Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,0.868,0.920,0.821,150
Terpenoids,Sesquiterpenoids,Himachalane sesquiterpenoids,0.900,1.000,0.818,37
Terpenoids,Sesquiterpenoids,Nardosinane sesquiterpenoids,0.900,1.000,0.818,56
Terpenoids,Diterpenoids,Fusicoccane diterpenoids,0.900,1.000,0.818,57
Terpenoids,Sesterterpenoids,Cheilanthane sesterterpenoids,0.857,0.900,0.818,26
Terpenoids,Triterpenoids,Fusidane triterpenoids,0.857,0.900,0.818,55
Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,0.890,0.985,0.813,404
Terpenoids,Sesquiterpenoids,Pseudoguaiane sesquiterpenoids,0.897,1.000,0.813,38
Terpenoids,Diterpenoids,Cassane diterpenoids,0.867,0.929,0.813,166
Terpenoids,Meroterpenoids,Tetraketide meroterpenoids,0.882,0.968,0.811,184
Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids,0.873,0.948,0.809,337
Terpenoids,Diterpenoids,Eunicellane diterpenoids,0.893,1.000,0.806,150
Terpenoids,Sesterterpenoids,Scalarane sesterterpenoids,0.893,1.000,0.806,152
Terpenoids,Sesquiterpenoids,Caryolane sesquiterpenoids,0.889,1.000,0.800,12
Terpenoids,Sesquiterpenoids,Illudalane sesquiterpenoids,0.762,0.727,0.800,55
Terpenoids,Diterpenoids,Viscidane diterpenoids,0.889,1.000,0.800,10
Terpenoids,Steroids,Ergostane steroids,0.831,0.873,0.793,596
Terpenoids,Sesquiterpenoids,Patchoulane sesquiterpenoids,0.880,1.000,0.786,43
Terpenoids,Diterpenoids,Norkaurane diterpenoids,0.846,0.917,0.786,211
Terpenoids,Diterpenoids,Beyerane diterpenoids,0.880,1.000,0.786,69
Terpenoids,Triterpenoids,Fernane and Arborinane triterpenoids,0.880,1.000,0.786,63
Terpenoids,Diterpenoids,Jatrophane diterpenoids,0.878,1.000,0.783,119
Terpenoids,Sesquiterpenoids,Bergamotane sesquiterpenoids,0.875,1.000,0.778,26
Terpenoids,Sesquiterpenoids,Illudane sesquiterpenoids,0.875,1.000,0.778,50
Terpenoids,Triterpenoids,Glutinane triterpenoids,0.875,1.000,0.778,27
Terpenoids,Sesquiterpenoids,Aromadendrane sesquiterpenoids,0.850,0.944,0.773,109
Terpenoids,Diterpenoids,Ingenane diterpenoids,0.870,1.000,0.769,52
Terpenoids,Diterpenoids,Labdane diterpenoids,0.857,0.977,0.764,277
Terpenoids,Diterpenoids,Secolabdane diterpenoids,0.865,1.000,0.762,46
Terpenoids,Steroids,Spirostane steroids,0.842,0.941,0.762,107
Terpenoids,Steroids,Stigmastane steroids,0.846,0.957,0.759,145
Terpenoids,Monoterpenoids,Menthane monoterpenoids,0.829,0.920,0.754,308
Terpenoids,Monoterpenoids,Irregular monoterpenoids,0.857,1.000,0.750,29
Terpenoids,Sesquiterpenoids,Capnellane sesquiterpenoids,0.857,1.000,0.750,29
Terpenoids,Sesquiterpenoids,Carabrane sesquiterpenoids,0.857,1.000,0.750,15
Terpenoids,Sesquiterpenoids,Clovane sesquiterpenoids,0.857,1.000,0.750,20
Terpenoids,Diterpenoids,Abietane diterpenoids,0.800,0.857,0.750,162
Terpenoids,Diterpenoids,Spongiane diterpenoids,0.833,0.938,0.750,103
Terpenoids,Diterpenoids,Trachylobane diterpenoids,0.857,1.000,0.750,62
Terpenoids,Diterpenoids,Cyathane diterpenoids,0.857,1.000,0.750,59
Terpenoids,Diterpenoids,Prenyleudesmane diterpenoids,0.857,1.000,0.750,9
Terpenoids,Triterpenoids,Neohopane triterpenoids,0.857,1.000,0.750,11
Terpenoids,Monoterpenoids,Monocyclic monoterpenoids,0.844,0.974,0.745,253
Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids,0.853,1.000,0.744,194
Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",0.820,0.934,0.731,387
Terpenoids,Sesquiterpenoids,Brasilane sesquiterpenoids,0.842,1.000,0.727,25
Terpenoids,Monoterpenoids,Pinane monoterpenoids,0.814,0.923,0.727,167
Terpenoids,Diterpenoids,Verticillane diterpenoids,0.842,1.000,0.727,53
Terpenoids,Diterpenoids,Atisane diterpenoids,0.839,1.000,0.722,88
Terpenoids,Sesquiterpenoids,Cuparane sesquiterpenoids,0.833,1.000,0.714,70
Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids,0.800,0.909,0.714,343
Terpenoids,Sesquiterpenoids,Zizaane sesquiterpenoids,0.833,1.000,0.714,26
Terpenoids,Diterpenoids,Sphenolobane diterpenoids,0.833,1.000,0.714,20
